accuracy,train_loss,val_loss,mean_lr,time_elapsed
0.0,0.0,0.0,0.0,10732.723145008087
0.21515561569688768,3.7175469398498535,3.1486034393310547,0.0005972451144179117,10732.723145008087
0.2503382949932341,2.8677115440368652,3.109217405319214,0.0006919361614779999,10732.723145008087
0.33152909336941816,2.549517869949341,2.6218767166137695,0.00087952917535557,10732.723145008087
0.3234100135317997,2.3671722412109375,3.2520880699157715,0.0011574852628181127,10732.723145008087
0.37889039242219213,2.258479356765747,2.558199882507324,0.0015220425522756021,10732.723145008087
0.3910690121786198,2.0984907150268555,2.5354199409484863,0.0019682671071387476,10732.723145008087
0.2638700947225981,2.157254457473755,3.2445411682128906,0.0024901197019635735,10732.723145008087
0.38159675236806495,1.9956034421920776,2.5509471893310547,0.0030805375576306343,10732.723145008087
0.3193504736129905,1.9072902202606201,3.247910976409912,0.0037315299293508705,10732.723145008087
0.44248985115020295,1.823462724685669,2.2788188457489014,0.004434286253805254,10732.723145008087
0.4587280108254398,1.7210052013397217,2.1820006370544434,0.005179295391749416,10732.723145008087
0.4465493910690122,1.6555346250534058,2.058791160583496,0.005956474352247889,10732.723145008087
0.435723951285521,1.7203627824783325,2.2324633598327637,0.006755304756377741,10732.723145008087
0.3870094722598105,1.5656991004943848,2.9920196533203125,0.007564975193495024,10732.723145008087
0.4668470906630582,1.4632161855697632,2.035975456237793,0.008374527543407142,10732.723145008087
0.38565629228687415,1.3912025690078735,2.7611494064331055,0.00917300528411965,10732.723145008087
0.4736129905277402,1.4218297004699707,1.948836088180542,0.009949601777952918,10732.723145008087
0.5047361299052774,1.318878173828125,1.982496976852417,0.010693806529117006,10732.723145008087
0.38971583220568334,1.312440276145935,2.897475004196167,0.011395547433287348,10732.723145008087
0.4803788903924222,1.284380316734314,2.061472177505493,0.01204532709396849,10732.723145008087
0.4817320703653586,1.311072826385498,2.2133116722106934,0.012634351360733272,10732.723145008087
0.46414073071718537,1.1780917644500732,2.217550039291382,0.013154648349694532,10732.723145008087
0.38565629228687415,1.1425645351409912,3.2499747276306152,0.01359917633538039,10732.723145008087
0.516914749661705,1.130501389503479,1.7942445278167725,0.013961919053798965,10732.723145008087
0.4993234100135318,1.1306744813919067,1.9598945379257202,0.01423796712685617,10732.723145008087
0.510148849797023,1.0688745975494385,1.9475314617156982,0.014423584506124376,10732.723145008087
0.5683355886332883,1.0167591571807861,1.61823308467865,0.014516259084224572,10732.723145008087
0.5480378890392422,0.9944748282432556,1.9072226285934448,0.014528091246285705,10732.723145008087
0.5006765899864682,0.9819424748420715,1.8269704580307007,0.014509744337765546,10732.723145008087
0.4709066305818674,0.9451346397399902,2.557846784591675,0.014473387479426612,10732.723145008087
0.5872801082543978,0.9462355971336365,1.5722863674163818,0.014419111060147169,10732.723145008087
0.5832205683355887,0.8627762198448181,1.681383490562439,0.014347050019657488,10732.723145008087
0.5426251691474966,0.8578495979309082,2.0931859016418457,0.014257383513058304,10732.723145008087
0.5534506089309879,0.8056146502494812,1.6568610668182373,0.014150334465413068,10732.723145008087
0.5629228687415426,0.7967897057533264,1.6837034225463867,0.01402616901752111,10732.723145008087
0.706359945872801,0.7800474166870117,1.1392006874084473,0.013885195864249654,10732.723145008087
0.6589986468200271,0.7077996134757996,1.163995385169983,0.013727765487069781,10732.723145008087
0.6292286874154263,0.7256253957748413,1.4772088527679443,0.013554269282704224,10732.723145008087
0.6170500676589986,0.6797242760658264,1.6375560760498047,0.013365138590053467,10732.723145008087
0.6346414073071719,0.6579581499099731,1.4230985641479492,0.013160843617819301,10732.723145008087
0.6752368064952639,0.6480593085289001,1.1497288942337036,0.012941892275491826,10732.723145008087
0.6955345060893099,0.5987955927848816,1.1974608898162842,0.012708828910606521,10732.723145008087
0.7537212449255751,0.6085758805274963,0.9171552062034607,0.012462232955410475,10732.723145008087
0.6968876860622463,0.5746135711669922,1.0771150588989258,0.012202717486302476,10732.723145008087
0.5940460081190798,0.5385081768035889,1.7612974643707275,0.011930927699628545,10732.723145008087
0.7090663058186739,0.535744845867157,1.195598840713501,0.011647539307622157,10732.723145008087
0.7077131258457375,0.5218948721885681,1.1541664600372314,0.011353256858477096,10732.723145008087
0.7523680649526387,0.48599666357040405,0.9323643445968628,0.011048811984729743,10732.723145008087
0.7239512855209743,0.4657805263996124,1.0010038614273071,0.010734961584305206,10732.723145008087
0.6792963464140731,0.43805715441703796,1.1838668584823608,0.010412485938749886,10732.723145008087
0.7564276048714479,0.4526422917842865,0.950999915599823,0.010082186773328606,10732.723145008087
0.6211096075778079,0.4191947877407074,1.729627013206482,0.009744885263809237,10732.723145008087
0.7361299052774019,0.3727516233921051,1.0388262271881104,0.0094014199948904,10732.723145008087
0.7442489851150202,0.3462851345539093,1.0503145456314087,0.009052644875347762,10732.723145008087
0.8240866035182679,0.33182966709136963,0.7520792484283447,0.008699427015082252,10732.723145008087
0.7631935047361299,0.31313788890838623,0.9533051252365112,0.008342644569348271,10732.723145008087
0.7929634641407307,0.29843151569366455,0.8050538897514343,0.007983184555521322,10732.723145008087
0.8051420838971584,0.28592830896377563,0.6471359729766846,0.007621940647833068,10732.723145008087
0.8159675236806495,0.2674974799156189,0.7281359434127808,0.007259810955556396,10732.723145008087
0.8362652232746955,0.24262721836566925,0.6189057230949402,0.006897695790164239,10732.723145008087
0.7943166441136671,0.22674719989299774,0.7624071836471558,0.006536495427013402,10732.723145008087
0.7618403247631935,0.2426435798406601,0.8874000906944275,0.006177107867118196,10732.723145008087
0.8525033829499323,0.2206546813249588,0.5551825165748596,0.005820426604578391,10732.723145008087
0.8416779431664412,0.17494475841522217,0.5422283411026001,0.005467338405212133,10732.723145008087
0.8592692828146143,0.15108104050159454,0.5243418216705322,0.005118721101916385,10732.723145008087
0.8484438430311232,0.13817906379699707,0.5843132734298706,0.004775441412236032,10732.723145008087
0.8592692828146143,0.14550906419754028,0.5142746567726135,0.004438352783567506,10732.723145008087
0.871447902571042,0.12302380055189133,0.4643396735191345,0.00410829327135409,10732.723145008087
0.8497970230040596,0.11197231709957123,0.5210296511650085,0.003786083455548034,10732.723145008087
0.8836265223274695,0.10336363315582275,0.4432617127895355,0.003472524400519502,10732.723145008087
0.8741542625169147,0.08613979071378708,0.43909257650375366,0.0031683956634843413,10732.723145008087
0.8917456021650879,0.0842936560511589,0.39534616470336914,0.0028744533564019972,10732.723145008087
0.8903924221921515,0.07997069507837296,0.42591673135757446,0.00259142826616206,10732.723145008087
0.8687415426251691,0.07291166484355927,0.4423914849758148,0.0023200240377329096,10732.723145008087
0.8890392422192152,0.062425438314676285,0.398908793926239,0.0020609154247894553,10732.723145008087
0.8917456021650879,0.05256304144859314,0.40097522735595703,0.0018147466121691872,10732.723145008087
0.9039242219215156,0.04550887644290924,0.3630604147911072,0.0015821296143271677,10732.723145008087
0.9025710419485792,0.0374007411301136,0.36656782031059265,0.0013636427537716666,10732.723145008087
0.9025710419485792,0.037238139659166336,0.3759201169013977,0.0011598292232632868,10732.723145008087
0.9079837618403248,0.03385882079601288,0.3591380715370178,0.0009711957353521711,10732.723145008087
0.8917456021650879,0.031124548986554146,0.38113662600517273,0.0007982112626107651,10732.723145008087
0.9039242219215156,0.029149778187274933,0.3627104163169861,0.0006413058716941094,10732.723145008087
0.9066305818673883,0.029339155182242393,0.3562610149383545,0.0005008696541263765,10732.723145008087
0.9066305818673883,0.02563118189573288,0.35990065336227417,0.00037725175647187104,10732.723145008087
0.9012178619756428,0.02708940953016281,0.3675825595855713,0.00027075951230166536,10732.723145008087
0.912043301759134,0.022112159058451653,0.3504942059516907,0.00018165767811391373,10732.723145008087
0.9079837618403248,0.02227052114903927,0.3486327528953552,0.00011016777510748416,10732.723145008087
0.9147496617050067,0.022470390424132347,0.3502076268196106,5.646753844535382e-05,10732.723145008087
0.9106901217861976,0.02344634383916855,0.34914112091064453,2.0690475376989743e-05,10732.723145008087
0.912043301759134,0.025027941912412643,0.35134297609329224,2.9255333182909437e-06,10732.723145008087
